Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
124,Consultant - urban and regional planner,Female,149.00,80921.00,,,,
146,Consultant - urban and regional planner,Male,219.00,103201.00,,,,
814,Consultant - weight loss,Female,144.00,35198.00,,,,
557,Consultant - weight loss,Male,16.00,60921.00,,,,
299,Consultant - workplace relations,Female,423.00,62674.00,,,,
365,Consultant - workplace relations,Male,311.00,75024.00,,,,
934,Container filler,Female,156.00,30904.00,,,,
950,Container filler,Male,414.00,35926.00,,,,
502,Continuity person; Microphone boom operator; Performing arts road manager; Special effects person; Theatrical dresser,Female,101.00,50883.00,,,,
471,Continuity person; Microphone boom operator; Performing arts road manager; Special effects person; Theatrical dresser,Male,164.00,66538.00,,,,
257,Contract administrator,Female,5508.00,65765.00,,,,
211,Contract administrator,Male,4955.00,92471.00,,,,
486,Conveyancer,Female,2006.00,51831.00,,,,
475,Conveyancer,Male,313.00,66351.00,,,,
927,Cook Skilled animal and,Female,17541.00,31169.00,,,,
994,Cook Skilled animal and,Male,16295.00,33148.00,,,,
655,Coppersmith; Sheetmetal trades worker,Female,64.00,43009.00,,,,
561,Coppersmith; Sheetmetal trades worker,Male,9283.00,60472.00,,,,
508,Copywriter,Female,652.00,50496.00,,,,
422,Copywriter,Male,586.00,71175.00,,,,
141,Corporate general manager,Female,68481.00,79406.00,,,,
88,Corporate general manager,Male,136047.00,122695.00,,,,
97,Corporate services manager,Female,4370.00,88877.00,,,,
87,Corporate services manager,Male,5299.00,123449.00,,,,
52,Corporate treasurer; Financial risk analyst; Financial risk manager,Female,1494.00,107152.00,,,,
55,Corporate treasurer; Financial risk analyst; Financial risk manager,Male,2490.00,165178.00,,,,
271,Cost clerk,Female,518.00,64768.00,,,,
496,Cost clerk,Male,593.00,65329.00,,,,
826,Costume maker; Dressmaker; Tailor; Wardrobe coordinator or assistant,Female,1770.00,34750.00,,,,
870,Costume maker; Dressmaker; Tailor; Wardrobe coordinator or assistant,Male,347.00,41336.00,,,,
857,Cotton grower,Female,44.00,33645.00,,,,
521,Cotton grower,Male,309.00,63757.00,,,,
485,Councillor; Local government legislator,Female,1552.00,51929.00,,,,
540,Councillor; Local government legislator,Male,1605.00,62527.00,,,,
306,Counselling psychologist; Psychologist - other; Sports psychologist,Female,7389.00,61968.00,,,,
320,Counselling psychologist; Psychologist - other; Sports psychologist,Male,1872.00,79081.00,,,,
588,Counsellor - other,Female,3527.00,46879.00,,,,
618,Counsellor - other,Male,1087.00,55932.00,,,,
831,Courier; Messenger,Female,2133.00,34574.00,,,,
868,Courier; Messenger,Male,9940.00,41683.00,,,,
474,Court bailiff or sheriff,Female,136.00,52295.00,,,,
569,Court bailiff or sheriff,Male,304.00,60030.00,,,,
616,Court orderly,Female,231.00,44835.00,,,,
675,Court orderly,Male,189.00,52610.00,,,,
399,Court reporter; Hansard reporter; Machine shorthand reporter,Female,524.00,57212.00,,,,
501,Court reporter; Hansard reporter; Machine shorthand reporter,Male,459.00,65138.00,,,,
579,Crane chaser,Female,6.00,47126.00,,,,
350,Crane chaser,Male,438.00,76650.00,,,,
394,Crane operator; Hoist operator; Lift operator; Oil rig worker - operating crane,Female,177.00,57575.00,,,,
147,Crane operator; Hoist operator; Lift operator; Oil rig worker - operating crane,Male,10008.00,102644.00,,,,
664,Cricketer,Female,22.00,42744.00,,,,
32,Cricketer,Male,211.00,257527.00,,,,
1090,Crossing supervisor; Crosswalk attendant,Female,1611.00,17357.00,,,,
1073,Crossing supervisor; Crosswalk attendant,Male,922.00,25652.00,,,,
766,Curtain installer; Installer - home improvements; Security door installer,Female,106.00,37788.00,,,,
769,Curtain installer; Installer - home improvements; Security door installer,Male,3195.00,47548.00,,,,
887,Curtain maker; Sewing machinist; Textile sewing machinist,Female,5448.00,32633.00,,,,
924,Curtain maker; Sewing machinist; Textile sewing machinist,Male,577.00,37652.00,,,,
382,Customs agent; Import-export clerk,Female,1871.00,58074.00,,,,
285,Customs agent; Import-export clerk,Male,2169.00,82678.00,,,,
232,Customs investigator or officer,Female,1624.00,68154.00,,,,
227,Customs investigator or officer,Male,2271.00,89093.00,,,,
880,Cyclist,Female,4.00,32841.00,,,,
1029,Cyclist,Male,39.00,29829.00,,,,
768,Dairy cattle farmer or farm overseer,Female,513.00,37609.00,,,,
783,Dairy cattle farmer or farm overseer,Male,1628.00,46833.00,,,,
1021,Dairy farm employee; Drover - dairy cattle; Jackeroo - dairy cattle; Jillaroo - dairy cattle; Stationhand - dairy cattle,Female,1842.00,26126.00,,,,
954,Dairy farm employee; Drover - dairy cattle; Jackeroo - dairy cattle; Jillaroo - dairy cattle; Stationhand - dairy cattle,Male,3616.00,35866.00,,,,
601,Dairy quality assurance inspector; Fruit and vegetable inspector,Female,226.00,46178.00,,,,
609,Dairy quality assurance inspector; Fruit and vegetable inspector,Male,327.00,56685.00,,,,
871,Dark room attendant; Photographic developer and printer; Photographic laboratory assistant,Female,702.00,33149.00,,,,
626,Dark room attendant; Photographic developer and printer; Photographic laboratory assistant,Male,913.00,55520.00,,,,
764,Data entry operator; Data processing operator; Keyboard operator,Female,9060.00,37956.00,,,,
898,Data entry operator; Data processing operator; Keyboard operator,Male,2796.00,39918.00,,,,
425,Database administrator,Female,2353.00,55436.00,,,,
245,Database administrator,Male,2776.00,87217.00,,,,
620,Debt collector,Female,2442.00,44537.00,,,,
730,Debt collector,Male,1693.00,49268.00,,,,
975,Decorator - floral; Florist,Female,3253.00,28698.00,,,,
926,Decorator - floral; Florist,Male,225.00,37640.00,,,,
1093,Deer farmer or farm overseer,Female,3.00,13307.00,,,,
849,Deer farmer or farm overseer,Male,11.00,42582.00,,,,
922,Delivery driver; Pizza deliverer; Taxi-truck driver; Van driver,Female,3886.00,31360.00,,,,
921,Delivery driver; Pizza deliverer; Taxi-truck driver; Van driver,Male,32837.00,37757.00,,,,
803,Dental assistant; Dental nurse,Female,24635.00,35900.00,,,,
984,Dental assistant; Dental nurse,Male,439.00,33759.00,,,,
335,Dental hygienist,Female,1599.00,60469.00,,,,
427,Dental hygienist,Male,109.00,70903.00,,,,
634,Dental mechanic or technician,Female,942.00,43789.00,,,,
571,Dental mechanic or technician,Male,1669.00,60001.00,,,,
542,Dental prosthetist,Female,68.00,48929.00,,,,
382,Dental prosthetist,Male,221.00,73855.00,,,,
34,Dental specialist,Female,320.00,140505.00,,,,
34,Dental specialist,Male,548.00,253442.00,,,,
417,Dental therapist,Female,1324.00,55979.00,,,,
413,Dental therapist,Male,100.00,71961.00,,,,
56,Dentist,Female,3531.00,105721.00,,,,
63,Dentist,Male,4134.00,146865.00,,,,
18,Dermatologist,Female,178.00,195030.00,,,,
12,Dermatologist,Male,170.00,383880.00,,,,
113,Detective - police,Female,905.00,84028.00,,,,
180,Detective - police,Male,3464.00,97404.00,,,,
19,Diagnostic and interventional radiologist,Female,713.00,180695.00,,,,
11,Diagnostic and interventional radiologist,Male,1139.00,386003.00,,,,
686,Die maker; Toolmaker,Female,22.00,41472.00,,,,
529,Die maker; Toolmaker,Male,3446.00,63262.00,,,,
729,Die setter - plastics; Model maker - plastic; Plastics press machine operator,Female,386.00,39523.00,,,,
622,Die setter - plastics; Model maker - plastic; Plastics press machine operator,Male,1689.00,55667.00,,,,
476,Dietitian,Female,4331.00,52177.00,,,,
562,Dietitian,Male,242.00,60377.00,,,,
320,Director - film and video editor; Film editor; Video editor,Female,880.00,61218.00,,,,
442,Director - film and video editor; Film editor; Video editor,Male,2359.00,69358.00,,,,
548,Director of photography,Female,46.00,48477.00,,,,
411,Director of photography,Male,149.00,71983.00,,,,
777,Disabilities support officer,Female,14072.00,37189.00,,,,
862,Disabilities support officer,Male,6475.00,42048.00,,,,
854,Disc jockey - nightclub,Female,15.00,33778.00,,,,
883,Disc jockey - nightclub,Male,70.00,40905.00,,,,
1032,Dishwasher; Kitchen hand; Sandwich hand,Female,45671.00,25404.00,,,,
1099,Dishwasher; Kitchen hand; Sandwich hand,Male,36406.00,20427.00,,,,
492,Distance education teacher; Migrant teacher,Female,667.00,51662.00,,,,
595,Distance education teacher; Migrant teacher,Male,244.00,57715.00,,,,
603,Distiller,Male,53.00,57317.00,,,,
855,Diver (open water),Female,166.00,33709.00,,,,
283,Diver (open water),Male,1379.00,82890.00,,,,
895,Diversional therapist,Female,1700.00,32366.00,,,,
824,Diversional therapist,Male,112.00,44433.00,,,,
967,Diving instructor (open water),Female,179.00,29145.00,,,,
873,Diving instructor (open water),Male,399.00,41253.00,,,,
46,Doctor - medical practitioner - other; Occupational medicine specialist; Public health physician; Sports physician,Female,9756.00,118310.00,,,,
46,Doctor - medical practitioner - other; Occupational medicine specialist; Public health physician; Sports physician,Male,10652.00,187468.00,,,,
910,Dog handler or trainer,Female,726.00,31876.00,,,,
689,Dog handler or trainer,Male,323.00,51766.00,,,,
1076,Door-to-door salesperson,Female,247.00,21706.00,,,,
1078,Door-to-door salesperson,Male,473.00,25336.00,,,,
582,"Drainage, sewerage and stormwater labourer",Female,33.00,47094.00,,,,
564,"Drainage, sewerage and stormwater labourer",Male,3923.00,60319.00,,,,
338,Drainer; Plumber - drainer,Female,10.00,60324.00,,,,
433,Drainer; Plumber - drainer,Male,2830.00,70498.00,,,,
592,Drama teacher - private,Female,323.00,46750.00,,,,
766,Drama teacher - private,Male,75.00,47744.00,,,,
158,Dredge operator,Male,307.00,100355.00,,,,
168,Driller's assistant,Female,93.00,75535.00,,,,
170,Driller's assistant,Male,5824.00,98869.00,,,,
55,Drilling plant operator; Oil rig worker - driller,Female,151.00,105800.00,,,,
113,Drilling plant operator; Oil rig worker - driller,Male,9073.00,109866.00,,,,
1075,Drink waiter; Host - dining room; Steward - food and beverage; Waiter; Waitress,Female,78294.00,21709.00,,,,
1092,Drink waiter; Host - dining room; Steward - food and beverage; Waiter; Waitress,Male,25759.00,23567.00,,,,
725,Driving instructor,Female,223.00,39733.00,,,,
687,Driving instructor,Male,1048.00,51789.00,,,,
983,Drover - mixed livestock; Jackeroo - mixed livestock; Jillaroo - mixed livestock; Livestock farm worker - mixed livestock; Stationhand - mixed livestock,Female,814.00,28329.00,,,,
971,Drover - mixed livestock; Jackeroo - mixed livestock; Jillaroo - mixed livestock; Livestock farm worker - mixed livestock; Stationhand - mixed livestock,Male,2519.00,34552.00,,,,
954,Drover - other livestock; Farm hand - other livestock; Jackeroo - other livestock; Jillaroo - other livestock; Stationhand - other livestock,Female,502.00,29865.00,,,,
907,Drover - other livestock; Farm hand - other livestock; Jackeroo - other livestock; Jillaroo - other livestock; Stationhand - other livestock,Male,1391.00,38947.00,,,,
1068,Drover - sheep; Jackeroo - sheep; Jillaroo - sheep; Sheep farm worker; Stationhand - sheep,Female,398.00,22837.00,,,,
1015,Drover - sheep; Jackeroo - sheep; Jillaroo - sheep; Sheep farm worker; Stationhand - sheep,Male,1039.00,31525.00,,,,
657,Drug and alcohol counsellor,Female,839.00,42966.00,,,,
799,Drug and alcohol counsellor,Male,537.00,45942.00,,,,
899,Drycleaner,Female,1014.00,32202.00,,,,
905,Drycleaner,Male,683.00,39111.00,,,,
519,Earth science technician; Soil technician,Female,1902.00,50048.00,,,,
519,Earth science technician; Soil technician,Male,3967.00,63884.00,,,,
663,Earthmoving labourer; Grave digger; Labourer - digging,Female,459.00,42766.00,,,,
607,Earthmoving labourer; Grave digger; Labourer - digging,Male,13268.00,56828.00,,,,
89,Earthmoving plant operator - general,Female,1744.00,91602.00,,,,
267,Earthmoving plant operator - general,Male,33474.00,84566.00,,,,
514,Ecologist - animal; Zoologist,Female,626.00,50246.00,,,,
387,Ecologist - animal; Zoologist,Male,615.00,73561.00,,,,
297,Ecologist - forestry; Forest ranger; Forester - scientist,Female,423.00,62741.00,,,,
313,Ecologist - forestry; Forest ranger; Forester - scientist,Male,1392.00,79727.00,,,,
63,Economist,Female,1125.00,101533.00,,,,
62,Economist,Male,2371.00,148478.00,,,,
331,Education advisor,Female,7764.00,60825.00,,,,
401,Education advisor,Male,2960.00,72831.00,,,,
546,Education reviewer,Female,730.00,48576.00,,,,
702,Education reviewer,Male,318.00,50731.00,,,,
261,Educational psychologist,Female,1338.00,65538.00,,,,
315,Educational psychologist,Male,322.00,79707.00,,,,
994,Electoral officer; Forms designer; Knowledge manager; Lobbyist; Museum registrar,Female,4838.00,27807.00,,,,
952,Electoral officer; Forms designer; Knowledge manager; Lobbyist; Museum registrar,Male,3381.00,35891.00,,,,
584,Electorate officer,Female,768.00,46996.00,,,,
782,Electorate officer,Male,502.00,46883.00,,,,
191,Electrical appliance servicer; Electrical fitter; Electrical mechanic; Electrician - general; Mechanic - electrical; Repairer - electrical appliances; Servicer - electrical appliances,Female,839.00,72886.00,,,,
242,Electrical appliance servicer; Electrical fitter; Electrical mechanic; Electrician - general; Mechanic - electrical; Repairer - electrical appliances; Servicer - electrical appliances,Male,98555.00,87740.00,,,,
109,Electrical engineer,Female,1456.00,84868.00,,,,
107,Electrical engineer,Male,21488.00,112586.00,,,,
325,Electrical engineering draftsperson,Female,312.00,60952.00,,,,
288,Electrical engineering draftsperson,Male,1330.00,82301.00,,,,
501,Electrical engineering technician; Electrical tester; Electronics tester,Female,345.00,50945.00,,,,
222,Electrical engineering technician; Electrical tester; Electronics tester,Male,8451.00,89750.00,,,,
558,Electrical lines worker,Female,109.00,48229.00,,,,
194,Electrical lines worker,Male,10019.00,94793.00,,,,
682,Electrical trades assistant or labourer; Electrician's assistant; Telecommunications trades assistant,Female,278.00,41662.00,,,,
632,Electrical trades assistant or labourer; Electrician's assistant; Telecommunications trades assistant,Male,5672.00,55135.00,,,,
409,Electronic engineering draftsperson,Female,47.00,56381.00,,,,
266,Electronic engineering draftsperson,Male,286.00,84698.00,,,,
467,Electronic engineering technician,Female,217.00,52697.00,,,,
378,Electronic engineering technician,Male,5378.00,74223.00,,,,
504,Electronic instrument fitter or technician,Female,242.00,50831.00,,,,
290,Electronic instrument fitter or technician,Male,4164.00,82057.00,,,,
163,Electronics engineer,Female,382.00,76431.00,,,,
198,Electronics engineer,Male,6539.00,94159.00,,,,
692,Electroplater,Female,7.00,41155.00,,,,
666,Electroplater,Male,329.00,52976.00,,,,
26,Emergency medicine specialist,Female,474.00,165786.00,,,,
40,Emergency medicine specialist,Male,829.00,232595.00,,,,
298,Emergency service worker,Female,752.00,62695.00,,,,
203,Emergency service worker,Male,1312.00,93665.00,,,,
619,Employment office clerk; Human resource clerk; Personnel records clerk,Female,7283.00,44652.00,,,,
745,Employment office clerk; Human resource clerk; Personnel records clerk,Male,1874.00,48412.00,,,,
22,Endocrinologist,Female,122.00,174542.00,,,,
31,Endocrinologist,Male,125.00,258972.00,,,,
67,Engineer - other professional,Female,1933.00,100617.00,,,,
76,Engineer - other professional,Male,18891.00,130533.00,,,,
49,Engineering manager,Female,1219.00,116732.00,,,,
61,Engineering manager,Male,25389.00,150325.00,,,,
400,Engineering patternmaker,Female,5.00,57031.00,,,,
420,Engineering patternmaker,Male,179.00,71282.00,,,,
196,Engineering technologist,Female,222.00,72158.00,,,,
181,Engineering technologist,Male,2497.00,97113.00,,,,
606,English language teacher,Female,2756.00,45284.00,,,,
767,English language teacher,Male,1227.00,47743.00,,,,
824,Engraver,Female,79.00,34799.00,,,,
787,Engraver,Male,252.00,46615.00,,,,
702,Enrolled nurse; Student enrolled nurse,Female,13107.00,40865.00,,,,
807,Enrolled nurse; Student enrolled nurse,Male,1439.00,45640.00,,,,
242,Environmental adviser; Environmental auditor; Environmental consultant; Environmental officer,Female,4906.00,66818.00,,,,
300,Environmental adviser; Environmental auditor; Environmental consultant; Environmental officer,Male,5727.00,81101.00,,,,
126,Environmental engineer,Female,1002.00,80833.00,,,,
184,Environmental engineer,Male,1881.00,96527.00,,,,
107,Environmental manager,Female,1305.00,85396.00,,,,
140,Environmental manager,Male,3029.00,103979.00,,,,
167,Environmental scientist,Female,3435.00,75697.00,,,,
178,Environmental scientist,Male,4260.00,97671.00,,,,
415,Equipment hire manager,Female,166.00,56096.00,,,,
327,Equipment hire manager,Male,1065.00,78405.00,,,,
64,Equities analyst; Investment dealer,Female,322.00,101461.00,,,,
36,Equities analyst; Investment dealer,Male,1032.00,245826.00,,,,
1024,Escort service; Prostitute; Sex worker,Female,74.00,25958.00,,,,
864,Escort service; Prostitute; Sex worker,Male,30.00,41975.00,,,,
611,ESL teacher; Teacher of English to speakers of other languages,Female,2632.00,45047.00,,,,
790,ESL teacher; Teacher of English to speakers of other languages,Male,910.00,46457.00,,,,
99,Excavator operator,Female,50.00,88025.00,,,,
436,Excavator operator,Male,5582.00,70210.00,,,,
398,Executive assistant; Personal assistant,Female,41433.00,57362.00,,,,
451,Executive assistant; Personal assistant,Male,1188.00,68352.00,,,,
380,Exhaust and muffler repairer,Female,6.00,58216.00,,,,
727,Exhaust and muffler repairer,Male,211.00,49411.00,,,,
420,Exporter; Importer,Female,326.00,55834.00,,,,
346,Exporter; Importer,Male,442.00,76789.00,,,,
319,External auditor,Female,2568.00,61222.00,,,,
418,External auditor,Male,3222.00,71595.00,,,,
526,Facilities administrator,Female,1518.00,49711.00,,,,
600,Facilities administrator,Male,1056.00,57480.00,,,,
225,Facilities manager,Female,1585.00,68720.00,,,,
275,Facilities manager,Male,5589.00,83826.00,,,,
481,Factory manager; Manufacturer,Female,2541.00,52018.00,,,,
391,Factory manager; Manufacturer,Male,17261.00,73246.00,,,,
66,Faculty head; Head of school - TAFE,Female,300.00,100790.00,,,,
91,Faculty head; Head of school - TAFE,Male,270.00,120624.00,,,,
644,Family and marriage counsellor,Female,975.00,43405.00,,,,
773,Family and marriage counsellor,Male,230.00,47276.00,,,,
860,Family day care worker,Female,5099.00,33607.00,,,,
975,Family day care worker,Male,139.00,34230.00,,,,
754,Family support worker,Female,2065.00,38450.00,,,,
830,Family support worker,Male,301.00,43977.00,,,,
1056,Farm hand - other; Weed controller,Female,6028.00,23851.00,,,,
988,Farm hand - other; Weed controller,Male,15311.00,33484.00,,,,
1023,Farm machinery operator; Harvester operator - agricultural; Tractor operator,Female,900.00,25994.00,,,,
894,Farm machinery operator; Harvester operator - agricultural; Tractor operator,Male,8815.00,39997.00,,,,
272,Farmer or farm overseer - mixed crop,Female,391.00,64693.00,,,,
515,Farmer or farm overseer - mixed crop,Male,1946.00,64434.00,,,,
719,Farmer or farm overseer - mixed livestock,Female,188.00,39986.00,,,,
734,Farmer or farm overseer - mixed livestock,Male,1214.00,48979.00,,,,
631,Farmer or farm overseer - other crop; Tobacco grower,Female,234.00,44044.00,,,,
563,Farmer or farm overseer - other crop; Tobacco grower,Male,1072.00,60362.00,,,,
636,Farmer or farm overseer - other livestock,Female,216.00,43748.00,,,,
403,Farmer or farm overseer - other livestock,Male,1009.00,72349.00,,,,
1083,Farrier,Female,11.00,19743.00,,,,
951,Farrier,Male,228.00,35901.00,,,,
1081,Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook,Female,10344.00,20575.00,,,,
1102,Fast food cook; Fish and chip cook; Hamburger cook or maker; Pizza chef or maker; Short order cook,Male,14686.00,18988.00,,,,
665,Faults consultant - taking reports of faults; Inquiry clerk,Female,2363.00,42694.00,,,,
722,Faults consultant - taking reports of faults; Inquiry clerk,Male,630.00,49672.00,,,,
851,Fellmongery hand or labourer; Tannery hand or labourer,Female,32.00,33893.00,,,,
833,Fellmongery hand or labourer; Tannery hand or labourer,Male,299.00,43855.00,,,,
997,Fence erector,Female,71.00,27707.00,,,,
872,Fence erector,Male,3555.00,41266.00,,,,
718,Fettler; Iron worker; Metal worker,Female,617.00,40181.00,,,,
657,Fettler; Iron worker; Metal worker,Male,11528.00,53808.00,,,,
709,Fibreglasser,Female,34.00,40642.00,,,,
693,Fibreglasser,Male,1123.00,51492.00,,,,
844,Filing clerk,Female,1400.00,34166.00,,,,
1007,Filing clerk,Male,574.00,31851.00,,,,
101,Film director; Radio director; Stage director; Television director,Female,498.00,87649.00,,,,
249,Film director; Radio director; Stage director; Television director,Male,955.00,86742.00,,,,
349,Finance broker,Female,1471.00,59689.00,,,,
173,Finance broker,Male,3273.00,98184.00,,,,
74,Finance manager; Financial controller,Female,13550.00,98525.00,,,,
57,Finance manager; Financial controller,Male,18321.00,162904.00,,,,
162,Financial adviser; Financial planner,Female,5326.00,76563.00,,,,
101,Financial adviser; Financial planner,Male,11122.00,115110.00,,,,
37,Financial investment manager,Female,668.00,134481.00,,,,
26,Financial investment manager,Male,1900.00,288790.00,,,,
322,Fire brigade officer; Fire fighter; Fire risk assessor,Female,696.00,61116.00,,,,
295,Fire brigade officer; Fire fighter; Fire risk assessor,Male,13798.00,81765.00,,,,
600,Fire protection equipment technician,Female,37.00,46180.00,,,,
438,Fire protection equipment technician,Male,2453.00,69634.00,,,,
122,Fire safety officer; Safety inspector,Female,1550.00,82020.00,,,,
160,Fire safety officer; Safety inspector,Male,6892.00,99961.00,,,,
103,Fireperson - railway or locomotive; Locomotive driver; Train driver,Female,658.00,86925.00,,,,
130,Fireperson - railway or locomotive; Locomotive driver; Train driver,Male,10316.00,106728.00,,,,
818,First aid trainer,Female,217.00,34941.00,,,,
838,First aid trainer,Male,194.00,43506.00,,,,
310,Fisheries officer,Female,138.00,61681.00,,,,
331,Fisheries officer,Male,605.00,77915.00,,,,
628,Fishing guide,Female,7.00,44203.00,,,,
916,Fishing guide,Male,127.00,38063.00,,,,
731,Fishing hand,Female,104.00,39387.00,,,,
649,Fishing hand,Male,1702.00,54091.00,,,,
609,Fitness centre manager,Female,1059.00,45112.00,,,,
620,Fitness centre manager,Male,1068.00,55841.00,,,,
223,Fitter,Female,130.00,68746.00,,,,
196,Fitter,Male,35474.00,94739.00,,,,
339,Fitter and turner,Female,102.00,60298.00,,,,
296,Fitter and turner,Male,23589.00,81652.00,,,,
1028,Fitter-welder,Female,7.00,25721.00,,,,
364,Fitter-welder,Male,2583.00,75162.00,,,,
278,Fleet manager,Female,622.00,64369.00,,,,
301,Fleet manager,Male,2721.00,81086.00,,,,
961,"Floor tiler - ceramic, slate or clay; Tiler; Wall tiler",Female,127.00,29333.00,,,,
853,"Floor tiler - ceramic, slate or clay; Tiler; Wall tiler",Male,5533.00,42414.00,,,,
1044,Flower grower,Female,143.00,24723.00,,,,
928,Flower grower,Male,232.00,37358.00,,,,
507,Flying instructor,Female,44.00,50602.00,,,,
409,Flying instructor,Male,450.00,72117.00,,,,
707,Food processing machine operator,Female,6255.00,40703.00,,,,
682,Food processing machine operator,Male,10031.00,52077.00,,,,
392,Food technologist,Female,1753.00,57619.00,,,,
359,Food technologist,Male,877.00,75609.00,,,,
894,Footballer; Soccer player,Female,41.00,32435.00,,,,
108,Footballer; Soccer player,Male,2814.00,111068.00,,,,
847,Footwear factory hand or labourer,Female,119.00,34065.00,,,,
939,Footwear factory hand or labourer,Male,172.00,36407.00,,,,
755,Footwear production machine operator,Female,57.00,38401.00,,,,
797,Footwear production machine operator,Male,71.00,46001.00,,,,
969,Forestry labourer; Logging worker - forestry,Female,218.00,29046.00,,,,
744,Forestry labourer; Logging worker - forestry,Male,2690.00,48530.00,,,,
172,Forestry production manager,Female,69.00,74667.00,,,,
250,Forestry production manager,Male,770.00,86581.00,,,,
551,Forklift driver,Female,1038.00,48445.00,,,,
703,Forklift driver,Male,30904.00,50619.00,,,,
204,Fraud investigator; Inspector - other regulatory; Investigator - other government,Female,1491.00,71288.00,,,,
244,Fraud investigator; Inspector - other regulatory; Investigator - other government,Male,3852.00,87490.00,,,,
939,French polisher; Furniture finisher,Female,44.00,30599.00,,,,
817,French polisher; Furniture finisher,Male,754.00,44955.00,,,,
1005,Fruit and vegetable factory worker,Female,2406.00,27180.00,,,,
987,Fruit and vegetable factory worker,Male,2544.00,33512.00,,,,
1070,Fruit and vegetable packer,Female,5780.00,22728.00,,,,
1055,Fruit and vegetable packer,Male,3846.00,27840.00,,,,
1085,Fruit or nut farm worker,Female,3546.00,19704.00,,,,
1075,Fruit or nut farm worker,Male,6291.00,25572.00,,,,
977,Fruit or nut grower; Market gardener - fruit,Female,661.00,28616.00,,,,
882,Fruit or nut grower; Market gardener - fruit,Male,1787.00,40910.00,,,,
1092,Fruit or nut picker,Female,5409.00,13817.00,,,,
1104,Fruit or nut picker,Male,7431.00,16490.00,,,,
263,Funds administrator; Stockbroking clerk,Female,1825.00,65323.00,,,,
51,Funds administrator; Stockbroking clerk,Male,1313.00,179156.00,,,,
653,Funeral attendant,Female,524.00,43105.00,,,,
831,Funeral attendant,Male,737.00,43935.00,,,,
381,Funeral director; Undertaker,Female,798.00,58102.00,,,,
397,Funeral director; Undertaker,Male,1148.00,73054.00,,,,
446,Furniture designer; Industrial designer,Female,672.00,53732.00,,,,
414,Furniture designer; Industrial designer,Male,2517.00,71879.00,,,,
666,Furniture packer; Furniture removalist - driver; Removalist,Female,342.00,42623.00,,,,
962,Furniture packer; Furniture removalist - driver; Removalist,Male,5662.00,35220.00,,,,
4,Futures trader,Female,28.00,281600.00,,,,
30,Futures trader,Male,281.00,264830.00,,,,
419,Gallery curator; Museum curator,Female,839.00,55884.00,,,,
479,Gallery curator; Museum curator,Male,360.00,66240.00,,,,
837,Gallery or museum guide; Museum or gallery guide,Female,573.00,34470.00,,,,
932,Gallery or museum guide; Museum or gallery guide,Male,290.00,37096.00,,,,
683,Gallery or museum technician; Gallery technician; Museum technician; Taxidermist,Female,143.00,41642.00,,,,
800,Gallery or museum technician; Gallery technician; Museum technician; Taxidermist,Male,188.00,45920.00,,,,
470,Games programmer; Multimedia specialist,Female,176.00,52643.00,,,,
535,Games programmer; Multimedia specialist,Male,667.00,62732.00,,,,
727,Gaming worker,Female,4309.00,39619.00,,,,
798,Gaming worker,Male,3974.00,45965.00,,,,
907,Garage attendant; Service station attendant,Female,2434.00,31906.00,,,,
979,Garage attendant; Service station attendant,Male,2678.00,34126.00,,,,
713,Garage mechanic; Motor mechanic - petrol,Female,336.00,40554.00,,,,
645,Garage mechanic; Motor mechanic - petrol,Male,53848.00,54352.00,,,,
791,Garbage collector; Rubbish or recycling collector,Female,137.00,36545.00,,,,
627,Garbage collector; Rubbish or recycling collector,Male,2656.00,55379.00,,,,
974,Garden labourer; Lawn mower,Female,988.00,28702.00,,,,
974,Garden labourer; Lawn mower,Male,9465.00,34242.00,,,,
825,Gardener - general; Horticulturist - general gardening,Female,2757.00,34770.00,,,,
852,Gardener - general; Horticulturist - general gardening,Male,13567.00,42445.00,,,,
53,Gas or petroleum plant operator,Female,197.00,106000.00,,,,
81,Gas or petroleum plant operator,Male,3689.00,127420.00,,,,
255,Gasfitter; Plumber - gasfitter,Female,12.00,65823.00,,,,
399,Gasfitter; Plumber - gasfitter,Male,3241.00,72873.00,,,,
7,Gastroenterologist,Female,86.00,260925.00,,,,
10,Gastroenterologist,Male,294.00,415192.00,,,,
667,Gem cutter and polisher; Goldsmith; Jeweller; Silversmith,Female,762.00,42602.00,,,,
608,Gem cutter and polisher; Goldsmith; Jeweller; Silversmith,Male,1501.00,56795.00,,,,
40,General medical practitioner,Female,9434.00,129834.00,,,,
48,General medical practitioner,Male,11178.00,184639.00,,,,
496,Genetic counsellor,Female,350.00,51378.00,,,,
506,Genetic counsellor,Male,63.00,64990.00,,,,
346,Geographer; Social scientist,Female,813.00,59909.00,,,,
356,Geographer; Social scientist,Male,440.00,75861.00,,,,
270,Geographic information systems manager; Spatial scientist - other,Female,360.00,64796.00,,,,
292,Geographic information systems manager; Spatial scientist - other,Male,712.00,82022.00,,,,
76,Geologist,Female,2432.00,97453.00,,,,
67,Geologist,Male,7123.00,141307.00,,,,
47,Geophysicist,Female,259.00,117575.00,,,,
56,Geophysicist,Male,1173.00,164930.00,,,,
117,Geotechnical engineer,Female,282.00,82949.00,,,,
131,Geotechnical engineer,Male,1879.00,105900.00,,,,
