Gender Rank,Occupation,Gender,Individuals,Average Taxable Income $,,,,
231,"Owner - bus, truck, limnousine or hire car; Owner-driver - bus; Owner-driver - truck; Transport company manager",Female,1367.00,68174.00,,,,
375,"Owner - bus, truck, limnousine or hire car; Owner-driver - bus; Owner-driver - truck; Transport company manager",Male,14601.00,74441.00,,,,
931,Packer - other,Female,12110.00,30992.00,,,,
997,Packer - other,Male,7894.00,32852.00,,,,
21,Paediatric surgeon,Female,44.00,175314.00,,,,
28,Paediatric surgeon,Male,64.00,282508.00,,,,
32,Paediatrician,Female,654.00,147347.00,,,,
37,Paediatrician,Male,683.00,239405.00,,,,
1039,Painter - visual arts,Female,283.00,24978.00,,,,
910,Painter - visual arts,Male,297.00,38738.00,,,,
563,Panel beater,Female,34.00,47827.00,,,,
656,Panel beater,Male,10962.00,53846.00,,,,
685,Paper and pulp mill worker; Process worker - paper and pulp mill worker,Female,1489.00,41562.00,,,,
495,Paper and pulp mill worker; Process worker - paper and pulp mill worker,Male,2725.00,65364.00,,,,
300,Paper mill operator; Pulp mill operator,Female,9.00,62384.00,,,,
232,Paper mill operator; Pulp mill operator,Male,256.00,88594.00,,,,
615,Paper products machine operator; Paper products maker,Female,448.00,44852.00,,,,
446,Paper products machine operator; Paper products maker,Male,2586.00,69019.00,,,,
461,Park ranger,Female,1212.00,52885.00,,,,
510,Park ranger,Male,4224.00,64570.00,,,,
525,Parking inspector,Female,269.00,49735.00,,,,
612,Parking inspector,Male,1022.00,56300.00,,,,
248,Parole officer,Female,1030.00,66376.00,,,,
408,Parole officer,Male,412.00,72121.00,,,,
217,Patents examiner,Female,129.00,69858.00,,,,
154,Patents examiner,Male,247.00,100712.00,,,,
91,Pathologist,Female,1709.00,90935.00,,,,
42,Pathologist,Male,808.00,224378.00,,,,
849,Pathology collector; Phlebotomist,Female,5555.00,33988.00,,,,
941,Pathology collector; Phlebotomist,Male,715.00,36404.00,,,,
595,Paving and surfacing labourer; Road maintenance worker,Female,240.00,46631.00,,,,
574,Paving and surfacing labourer; Road maintenance worker,Male,13154.00,59835.00,,,,
43,Paving plant operator,Female,5.00,123281.00,,,,
406,Paving plant operator,Male,441.00,72243.00,,,,
471,Payroll clerk,Female,12508.00,52580.00,,,,
534,Payroll clerk,Male,2277.00,62768.00,,,,
929,Personal care assistant,Female,18701.00,31146.00,,,,
959,Personal care assistant,Male,3234.00,35705.00,,,,
610,Pest controller,Female,125.00,45048.00,,,,
697,Pest controller,Male,3249.00,51086.00,,,,
1029,Pet groomer,Female,774.00,25546.00,,,,
1017,Pet groomer,Male,61.00,31400.00,,,,
38,Petroleum engineer,Female,319.00,133315.00,,,,
47,Petroleum engineer,Male,2027.00,185808.00,,,,
314,Pharmacist - retail,Female,10263.00,61484.00,,,,
255,Pharmacist - retail,Male,5840.00,86047.00,,,,
747,Pharmacy technician,Female,2812.00,38656.00,,,,
690,Pharmacy technician,Male,536.00,51628.00,,,,
950,Photographic studio assistant,Female,373.00,30009.00,,,,
909,Photographic studio assistant,Male,124.00,38750.00,,,,
905,Physio assistant,Female,1528.00,31993.00,,,,
966,Physio assistant,Male,423.00,34907.00,,,,
401,Physiologist,Female,751.00,56991.00,,,,
380,Physiologist,Male,399.00,73996.00,,,,
390,Physiotherapist,Female,13442.00,57738.00,,,,
405,Physiotherapist,Male,5515.00,72266.00,,,,
890,Picture framer,Female,273.00,32523.00,,,,
903,Picture framer,Male,556.00,39197.00,,,,
646,Pig farmer or farm overseer,Female,213.00,43335.00,,,,
705,Pig farmer or farm overseer,Male,769.00,50571.00,,,,
918,Plasterer,Female,86.00,31497.00,,,,
708,Plasterer,Male,11177.00,50366.00,,,,
3,Plastic and reconstructive surgeon,Female,56.00,281608.00,,,,
4,Plastic and reconstructive surgeon,Male,237.00,448530.00,,,,
679,Plastic cablemaking machine operator,Female,42.00,41748.00,,,,
523,Plastic cablemaking machine operator,Male,421.00,63602.00,,,,
720,Plastic compounding and reclamation machine operator,Female,99.00,39940.00,,,,
623,Plastic compounding and reclamation machine operator,Male,645.00,55633.00,,,,
570,Plastics fabricator or welder,Female,39.00,47431.00,,,,
474,Plastics fabricator or welder,Male,1046.00,66409.00,,,,
765,Plastics plant hand or labourer,Female,830.00,37839.00,,,,
827,Plastics plant hand or labourer,Male,2130.00,44298.00,,,,
681,Plastics technician,Female,26.00,41682.00,,,,
482,Plastics technician,Male,521.00,66035.00,,,,
602,Plumber - general,Female,94.00,46061.00,,,,
502,Plumber - general,Male,34268.00,65133.00,,,,
753,Plumber's assistant,Female,33.00,38469.00,,,,
920,Plumber's assistant,Male,1369.00,37773.00,,,,
219,Plumbing inspector,Female,3.00,69430.00,,,,
389,Plumbing inspector,Male,517.00,73446.00,,,,
366,Podiatrist,Female,1539.00,59165.00,,,,
353,Podiatrist,Male,962.00,76167.00,,,,
160,Policy adviser or analyst,Female,4566.00,76689.00,,,,
200,Policy adviser or analyst,Male,2751.00,94064.00,,,,
60,Policy and planning manager; Public policy manager; Public servant - executive level 1 or 2; Public servant - first assitant secretary or secretary; Public servant - senior agency executive; Public se,Female,17522.00,103079.00,,,,
86,Policy and planning manager; Public policy manager; Public servant - executive level 1 or 2; Public servant - first assitant secretary or secretary; Public servant - senior agency executive; Public se,Male,17915.00,123921.00,,,,
359,Post office manager,Female,933.00,59446.00,,,,
450,Post office manager,Male,1255.00,68432.00,,,,
676,Postal delivery officer,Female,2794.00,41931.00,,,,
678,Postal delivery officer,Male,9664.00,52463.00,,,,
608,Postal sorting officer,Female,2631.00,45223.00,,,,
660,Postal sorting officer,Male,2636.00,53555.00,,,,
981,Potter or ceramic artist,Female,80.00,28390.00,,,,
880,Potter or ceramic artist,Male,58.00,40971.00,,,,
865,Poultry farm hand,Female,963.00,33309.00,,,,
935,Poultry farm hand,Male,1745.00,36842.00,,,,
543,Poultry farmer or farm overseer,Female,214.00,48834.00,,,,
613,Poultry farmer or farm overseer,Male,837.00,56168.00,,,,
717,Poultry process worker,Female,2052.00,40296.00,,,,
861,Poultry process worker,Male,2876.00,42156.00,,,,
94,Power generation plant operator,Female,67.00,89702.00,,,,
74,Power generation plant operator,Male,3008.00,131704.00,,,,
350,Pressure welder,Female,4.00,59676.00,,,,
177,Pressure welder,Male,288.00,97740.00,,,,
738,Pricing clerk; Stock clerk; Stores clerk,Female,4164.00,39045.00,,,,
804,Pricing clerk; Stock clerk; Stores clerk,Male,5284.00,45741.00,,,,
161,Primary health organisation manager,Female,955.00,76673.00,,,,
176,Primary health organisation manager,Male,360.00,97761.00,,,,
809,Printer's assistant; Printer's hand,Female,908.00,35468.00,,,,
716,Printer's assistant; Printer's hand,Male,2042.00,49970.00,,,,
632,Printing machinist,Female,504.00,44026.00,,,,
490,Printing machinist,Male,4818.00,65750.00,,,,
843,Printing table worker,Female,214.00,34210.00,,,,
802,Printing table worker,Male,176.00,45875.00,,,,
518,Private detective; Private investigator,Female,189.00,50056.00,,,,
512,Private detective; Private investigator,Male,530.00,64541.00,,,,
562,Product examiner,Female,399.00,47867.00,,,,
518,Product examiner,Male,493.00,64063.00,,,,
696,Product tester,Female,194.00,40956.00,,,,
585,Product tester,Male,350.00,59206.00,,,,
524,"Production assistant - film, television, radio or stage",Female,1329.00,49765.00,,,,
691,"Production assistant - film, television, radio or stage",Male,1074.00,51601.00,,,,
164,Production or plant engineer,Female,559.00,76397.00,,,,
186,Production or plant engineer,Male,5788.00,96343.00,,,,
513,Production tally or scheduling clerk; Traffic controller - television or radio,Female,1228.00,50353.00,,,,
493,Production tally or scheduling clerk; Traffic controller - television or radio,Male,1602.00,65539.00,,,,
106,Professor; University lecturer,Female,18736.00,85424.00,,,,
127,Professor; University lecturer,Male,23280.00,107114.00,,,,
133,Program director - television or radio,Female,161.00,80073.00,,,,
106,Program director - television or radio,Male,199.00,113072.00,,,,
971,Program seller; Retail assistant - other; Salesperson - other; Shop assistant - other,Female,42664.00,28797.00,,,,
967,Program seller; Retail assistant - other; Salesperson - other; Shop assistant - other,Male,21269.00,34801.00,,,,
850,Proofreader,Female,171.00,33905.00,,,,
700,Proofreader,Male,69.00,50745.00,,,,
30,Psychiatrist,Female,1126.00,152437.00,,,,
39,Psychiatrist,Male,1485.00,234557.00,,,,
530,Psychotherapist,Female,423.00,49439.00,,,,
555,Psychotherapist,Male,116.00,61018.00,,,,
175,Public relations manager,Female,2670.00,74509.00,,,,
143,Public relations manager,Male,1028.00,103710.00,,,,
373,Purchasing officer or clerk,Female,6210.00,58552.00,,,,
407,Purchasing officer or clerk,Male,8653.00,72221.00,,,,
252,Quality assurance manager,Female,4878.00,66212.00,,,,
220,Quality assurance manager,Male,6374.00,89991.00,,,,
184,Quantity surveyor,Female,645.00,73430.00,,,,
105,Quantity surveyor,Male,3467.00,113366.00,,,,
431,Racing car driver,Female,5.00,55033.00,,,,
317,Racing car driver,Male,58.00,79447.00,,,,
36,Radiation oncologist,Female,256.00,135678.00,,,,
18,Radiation oncologist,Male,239.00,336994.00,,,,
753,Radiator repairer,Male,200.00,48030.00,,,,
332,Radio dispatcher,Female,184.00,60804.00,,,,
491,Radio dispatcher,Male,267.00,65602.00,,,,
367,Radio journalist,Female,568.00,59138.00,,,,
423,Radio journalist,Male,431.00,71141.00,,,,
365,Radiocommunications technician,Female,25.00,59325.00,,,,
336,Radiocommunications technician,Male,757.00,77409.00,,,,
218,Radiographer,Female,7258.00,69454.00,,,,
202,Radiographer,Male,3542.00,93711.00,,,,
243,Railway employee - guard; Railway employee - station assistant,Female,509.00,66700.00,,,,
297,Railway employee - guard; Railway employee - station assistant,Male,2031.00,81501.00,,,,
136,Railway signal operator,Female,44.00,79890.00,,,,
167,Railway signal operator,Male,661.00,99118.00,,,,
170,Railway station manager,Female,196.00,74737.00,,,,
174,Railway station manager,Male,1220.00,97952.00,,,,
143,Railway track plant operator,Female,27.00,78978.00,,,,
205,Railway track plant operator,Male,1304.00,93632.00,,,,
308,Railway track worker,Female,124.00,61891.00,,,,
308,Railway track worker,Male,5195.00,80378.00,,,,
250,Real estate agency manager,Female,2326.00,66271.00,,,,
111,Real estate agency manager,Male,2437.00,110559.00,,,,
305,Real estate agent,Female,6997.00,62056.00,,,,
239,Real estate agent,Male,10983.00,88045.00,,,,
538,Real estate property manager,Female,18088.00,49080.00,,,,
210,Real estate property manager,Male,6708.00,92500.00,,,,
840,Receptionist - general,Female,62128.00,34360.00,,,,
1051,Receptionist - general,Male,1784.00,28089.00,,,,
533,Records administrator,Female,5299.00,49413.00,,,,
596,Records administrator,Male,1461.00,57673.00,,,,
804,Recreation officer,Female,1173.00,35776.00,,,,
784,Recreation officer,Male,657.00,46650.00,,,,
344,Recruitment consultant,Female,8823.00,60041.00,,,,
322,Recruitment consultant,Male,4880.00,78897.00,,,,
830,Recycling worker,Female,142.00,34581.00,,,,
911,Recycling worker,Male,976.00,38441.00,,,,
1088,Referee; Umpire - sports,Female,203.00,19389.00,,,,
982,Referee; Umpire - sports,Male,608.00,33904.00,,,,
668,Refuge worker,Female,204.00,42545.00,,,,
814,Refuge worker,Male,51.00,45251.00,,,,
120,Regional education manager,Female,1075.00,82337.00,,,,
141,Regional education manager,Male,711.00,103899.00,,,,
637,Registered nurse - aged care,Female,38374.00,43670.00,,,,
740,Registered nurse - aged care,Male,4363.00,48673.00,,,,
411,Registered nurse - child and family health,Female,4791.00,56275.00,,,,
434,Registered nurse - child and family health,Male,194.00,70417.00,,,,
444,Registered nurse - community health,Female,11317.00,53850.00,,,,
494,Registered nurse - community health,Male,1175.00,65434.00,,,,
293,Registered nurse - critical care and emergency,Female,15052.00,63150.00,,,,
369,Registered nurse - critical care and emergency,Male,2659.00,74730.00,,,,
421,Registered nurse - developmental disability,Female,522.00,55822.00,,,,
528,Registered nurse - developmental disability,Male,179.00,63420.00,,,,
466,Registered nurse - disability and rehabilitation,Female,2856.00,52739.00,,,,
575,Registered nurse - disability and rehabilitation,Male,558.00,59809.00,,,,
383,Registered nurse - medical,Female,40905.00,58025.00,,,,
439,Registered nurse - medical,Male,4113.00,69594.00,,,,
517,Registered nurse - medical practice,Female,4147.00,50074.00,,,,
602,Registered nurse - medical practice,Male,118.00,57353.00,,,,
274,Registered nurse - mental health; Registered nurse - psychiatric,Female,7083.00,64567.00,,,,
379,Registered nurse - mental health; Registered nurse - psychiatric,Male,3577.00,74002.00,,,,
389,Registered nurse - perioperative,Female,4918.00,57768.00,,,,
465,Registered nurse - perioperative,Male,700.00,67222.00,,,,
376,Registered nurse - surgical,Female,9404.00,58510.00,,,,
443,Registered nurse - surgical,Male,913.00,69324.00,,,,
379,Rehabilitation counsellor,Female,1369.00,58233.00,,,,
481,Rehabilitation counsellor,Male,445.00,66040.00,,,,
440,Remedial teacher; Special education teacher; Special needs teacher,Female,10341.00,54416.00,,,,
568,Remedial teacher; Special education teacher; Special needs teacher,Male,1817.00,60213.00,,,,
29,Renal medicine specialist,Female,52.00,155133.00,,,,
24,Renal medicine specialist,Male,96.00,298681.00,,,,
881,Rental salesperson,Female,1506.00,32819.00,,,,
929,Rental salesperson,Male,1098.00,37356.00,,,,
181,Research and development manager,Female,5936.00,73639.00,,,,
124,Research and development manager,Male,4967.00,107560.00,,,,
422,Research nurse,Female,1981.00,55764.00,,,,
549,Research nurse,Male,202.00,61815.00,,,,
190,Resident medical officer,Female,3605.00,72940.00,,,,
247,Resident medical officer,Male,3496.00,86995.00,,,,
630,Residential care officer,Female,1511.00,44156.00,,,,
738,Residential care officer,Male,726.00,48798.00,,,,
772,Retail assistant - building and plumbing supplies; Sales representative - building and plumbing supplies; Salesperson - building and plumbing supplies; Shop assistant - building and plumbing supplies,Female,5707.00,37348.00,,,,
754,Retail assistant - building and plumbing supplies; Sales representative - building and plumbing supplies; Salesperson - building and plumbing supplies; Shop assistant - building and plumbing supplies,Male,13056.00,48023.00,,,,
759,Retail assistant - business services; Sales representative - business services; Salesperson - business services; Shop assistant - business services,Female,8495.00,38254.00,,,,
641,Retail assistant - business services; Sales representative - business services; Salesperson - business services; Shop assistant - business services,Male,6617.00,54516.00,,,,
680,Retail assistant - motor vehicle parts and accessories; Sales representative - motor vehicle parts and accessories; Salesperson - motor vehicle parts and accessories,Female,2108.00,41740.00,,,,
680,Retail assistant - motor vehicle parts and accessories; Sales representative - motor vehicle parts and accessories; Salesperson - motor vehicle parts and accessories,Male,10059.00,52093.00,,,,
957,Retail assistant - personal and household goods; Sales representative - personal and household goods; Salesperson - personal and household goods,Female,19884.00,29649.00,,,,
915,Retail assistant - personal and household goods; Sales representative - personal and household goods; Salesperson - personal and household goods,Male,8330.00,38071.00,,,,
698,Retail loss prevention officer,Female,208.00,40931.00,,,,
796,Retail loss prevention officer,Male,477.00,46035.00,,,,
622,Retail store manager; Shop manager,Female,47465.00,44338.00,,,,
590,Retail store manager; Shop manager,Male,42500.00,58522.00,,,,
333,Retirement village manager,Female,357.00,60571.00,,,,
384,Retirement village manager,Male,223.00,73745.00,,,,
24,Rheumatologist,Female,50.00,169409.00,,,,
33,Rheumatologist,Male,85.00,256933.00,,,,
134,Rigger - construction,Female,136.00,80035.00,,,,
144,Rigger - construction,Male,14404.00,103613.00,,,,
352,Road roller operator,Female,30.00,59604.00,,,,
511,Road roller operator,Male,438.00,64544.00,,,,
796,Road traffic controller,Female,3173.00,36258.00,,,,
871,Road traffic controller,Male,8786.00,41305.00,,,,
751,Roof plumber,Female,16.00,38520.00,,,,
710,Roof plumber,Male,4750.00,50323.00,,,,
587,Roof tiler,Female,10.00,46895.00,,,,
846,Roof tiler,Male,3348.00,42902.00,,,,
770,Roof truss detailer; Structural steel detailer,Female,28.00,37467.00,,,,
726,Roof truss detailer; Structural steel detailer,Male,481.00,49521.00,,,,
798,Rubber factory hand or labourer,Female,168.00,36154.00,,,,
669,Rubber factory hand or labourer,Male,933.00,52963.00,,,,
724,Sailmaker,Female,22.00,39798.00,,,,
820,Sailmaker,Male,167.00,44593.00,,,,
180,Sales and marketing manager; Marketing manager; Sales director or manager,Female,60352.00,73780.00,,,,
145,Sales and marketing manager; Marketing manager; Sales director or manager,Male,96600.00,103242.00,,,,
432,Sales representative - other technical products,Female,2485.00,54991.00,,,,
390,Sales representative - other technical products,Male,6737.00,73247.00,,,,
743,Sand-blaster,Female,10.00,38790.00,,,,
425,Sand-blaster,Male,1480.00,71101.00,,,,
714,Saw operator - panel saw; Wood machinist,Female,32.00,40514.00,,,,
741,Saw operator - panel saw; Wood machinist,Male,1811.00,48668.00,,,,
841,Saw repairer; Saw sharpener,Female,4.00,34358.00,,,,
640,Saw repairer; Saw sharpener,Male,245.00,54615.00,,,,
737,Sawmill labourer; Timber yard worker,Female,257.00,39053.00,,,,
857,Sawmill labourer; Timber yard worker,Male,6447.00,42284.00,,,,
304,Scaffolder,Female,31.00,62178.00,,,,
319,Scaffolder,Male,11615.00,79188.00,,,,
708,School laboratory technician,Female,1702.00,40676.00,,,,
805,School laboratory technician,Male,526.00,45731.00,,,,
58,School principal,Female,5755.00,104192.00,,,,
112,School principal,Male,5667.00,110479.00,,,,
874,School services officer; Teacher's aide,Female,63803.00,33014.00,,,,
986,School services officer; Teacher's aide,Male,5995.00,33598.00,,,,
695,Screen printer,Female,307.00,41080.00,,,,
630,Screen printer,Male,1993.00,55185.00,,,,
953,Sculptor,Female,50.00,29887.00,,,,
866,Sculptor,Male,131.00,41960.00,,,,
1002,Seafood packer,Female,319.00,27324.00,,,,
1024,Seafood packer,Male,290.00,30421.00,,,,
952,Seafood process worker,Female,697.00,29969.00,,,,
937,Seafood process worker,Male,1130.00,36557.00,,,,
33,Securities and finance dealer,Female,169.00,145208.00,,,,
20,Securities and finance dealer,Male,603.00,320452.00,,,,
410,Security consultant,Female,496.00,56331.00,,,,
469,Security consultant,Male,3167.00,66872.00,,,,
556,"Security guard - security, alarm or surveillance monitor",Female,393.00,48311.00,,,,
672,"Security guard - security, alarm or surveillance monitor",Male,2263.00,52658.00,,,,
1008,Shearer,Female,176.00,26550.00,,,,
904,Shearer,Male,5624.00,39163.00,,,,
1078,Shearing shed hand; Wool handler,Female,1301.00,21369.00,,,,
1071,Shearing shed hand; Wool handler,Male,1380.00,25912.00,,,,
735,Sheep farmer or farm overseer,Female,148.00,39073.00,,,,
759,Sheep farmer or farm overseer,Male,630.00,47851.00,,,,
156,Ship's captain or master,Female,59.00,77553.00,,,,
78,Ship's captain or master,Male,2776.00,128670.00,,,,
526,Shipwright,Male,493.00,63464.00,,,,
842,Shoemaker or repairer,Female,68.00,34227.00,,,,
855,Shoemaker or repairer,Male,372.00,42345.00,,,,
896,Sign erector,Female,20.00,32328.00,,,,
737,Sign erector,Male,709.00,48802.00,,,,
716,Signwriter,Female,328.00,40348.00,,,,
704,Signwriter,Male,2895.00,50585.00,,,,
1025,Ski instructor,Female,286.00,25939.00,,,,
1065,Ski instructor,Male,628.00,26515.00,,,,
783,Slaughterer,Female,199.00,36800.00,,,,
748,Slaughterer,Male,2354.00,48165.00,,,,
726,Small engine mechanic,Female,17.00,39679.00,,,,
692,Small engine mechanic,Male,2054.00,51561.00,,,,
700,Small offset printer,Female,135.00,40912.00,,,,
552,Small offset printer,Male,2369.00,61662.00,,,,
464,Social security assessor,Female,89.00,52760.00,,,,
419,Social security assessor,Male,31.00,71499.00,,,,
478,Social worker,Female,29483.00,52064.00,,,,
639,Social worker,Male,7024.00,54706.00,,,,
224,Software engineer,Female,4691.00,68744.00,,,,
219,Software engineer,Male,28921.00,90332.00,,,,
342,Software tester,Female,1225.00,60187.00,,,,
424,Software tester,Male,1699.00,71130.00,,,,
277,Soil scientist,Female,93.00,64444.00,,,,
221,Soil scientist,Male,299.00,89916.00,,,,
147,Sonographer,Female,1888.00,78400.00,,,,
120,Sonographer,Male,478.00,108329.00,,,,
448,Spatial science technician; Surveying or spatial science technician; Surveying technician,Female,240.00,53540.00,,,,
477,Spatial science technician; Surveying or spatial science technician; Surveying technician,Male,1613.00,66254.00,,,,
16,Specialist physician - general medicine,Female,500.00,207225.00,,,,
22,Specialist physician - general medicine,Male,1023.00,315114.00,,,,
15,Specialist physicians - other,Female,530.00,207599.00,,,,
17,Specialist physicians - other,Male,1019.00,344860.00,,,,
459,Speech pathologist; Speech therapist,Female,6033.00,52932.00,,,,
582,Speech pathologist; Speech therapist,Male,163.00,59342.00,,,,
617,Sports administrator,Female,1654.00,44797.00,,,,
637,Sports administrator,Male,2001.00,54730.00,,,,
515,Sports centre manager,Female,590.00,50119.00,,,,
576,Sports centre manager,Male,1157.00,59765.00,,,,
938,Sports coach - other; Sports instructor - other,Female,1706.00,30686.00,,,,
711,Sports coach - other; Sports instructor - other,Male,4116.00,50222.00,,,,
578,Sports development officer,Female,420.00,47151.00,,,,
625,Sports development officer,Male,1026.00,55608.00,,,,
839,Sportsperson - other sports official,Female,14.00,34380.00,,,,
463,Sportsperson - other sports official,Male,63.00,67287.00,,,,
555,Spray painter - industrial,Female,64.00,48324.00,,,,
538,Spray painter - industrial,Male,5608.00,62614.00,,,,
599,Squash player,Male,4.00,57570.00,,,,
999,Stable hand; Strapper,Female,2286.00,27458.00,,,,
985,Stable hand; Strapper,Male,1403.00,33728.00,,,,
321,Staff development officer; Training officer,Female,10261.00,61184.00,,,,
293,Staff development officer; Training officer,Male,9519.00,81869.00,,,,
569,Stage manager,Female,286.00,47441.00,,,,
548,Stage manager,Male,316.00,61850.00,,,,
928,Stagehand; Studio hand; Trades assistant,Female,8360.00,31161.00,,,,
859,Stagehand; Studio hand; Trades assistant,Male,81828.00,42214.00,,,,
54,State governor,Female,9.00,105855.00,,,,
44,State governor,Male,13.00,212652.00,,,,
171,Statistician,Female,901.00,74737.00,,,,
133,Statistician,Male,1042.00,105473.00,,,,
689,Steel erector - structural,Female,7.00,41354.00,,,,
577,Steel erector - structural,Male,1247.00,59671.00,,,,
549,Steel fixer,Female,38.00,48468.00,,,,
435,Steel fixer,Male,6129.00,70255.00,,,,
744,Sterilisation technician,Female,1265.00,38782.00,,,,
816,Sterilisation technician,Male,468.00,45093.00,,,,
214,Stevedore; Waterside worker; Wharf labourer,Female,223.00,70116.00,,,,
233,Stevedore; Waterside worker; Wharf labourer,Male,6416.00,88541.00,,,,
385,Stock and station agent,Female,108.00,57899.00,,,,
457,Stock and station agent,Male,1204.00,67675.00,,,,
42,Stock exchange dealer; Stockbroker,Female,253.00,124433.00,,,,
38,Stock exchange dealer; Stockbroker,Male,2219.00,238192.00,,,,
728,Stone processing machine operator,Female,349.00,39589.00,,,,
589,Stone processing machine operator,Male,1546.00,58583.00,,,,
1012,Stonemason,Female,18.00,26433.00,,,,
720,Stonemason,Male,3071.00,49886.00,,,,
787,Storeperson; Warehouse assistant,Female,21854.00,36659.00,,,,
819,Storeperson; Warehouse assistant,Male,111740.00,44673.00,,,,
1035,Street vendor,Female,50.00,25124.00,,,,
1014,Street vendor,Male,57.00,31549.00,,,,
541,Streetsweeper operator,Female,9.00,48942.00,,,,
580,Streetsweeper operator,Male,394.00,59396.00,,,,
187,Structural engineer,Female,525.00,73335.00,,,,
123,Structural engineer,Male,4173.00,107575.00,,,,
599,Student counsellor,Female,2042.00,46222.00,,,,
823,Student counsellor,Male,761.00,44479.00,,,,
691,Sugar cane grower,Female,82.00,41203.00,,,,
670,Sugar cane grower,Male,456.00,52825.00,,,,
642,Sugar mill worker,Female,139.00,43526.00,,,,
565,Sugar mill worker,Male,935.00,60316.00,,,,
140,Supply and distribution manager,Female,2677.00,79600.00,,,,
179,Supply and distribution manager,Male,10607.00,97433.00,,,,
545,Surfer,Female,20.00,48653.00,,,,
749,Surfer,Male,62.00,48148.00,,,,
13,Surgeon - general,Female,309.00,210796.00,,,,
16,Surgeon - general,Male,1289.00,357996.00,,,,
228,Surveyor,Female,462.00,68526.00,,,,
185,Surveyor,Male,8741.00,96477.00,,,,
786,Surveyor's assistant,Female,189.00,36685.00,,,,
813,Surveyor's assistant,Male,1769.00,45256.00,,,,
820,Swimmer,Female,27.00,34938.00,,,,
213,Swimmer,Male,12.00,92136.00,,,,
1048,Swimming instructor,Female,8347.00,24554.00,,,,
1043,Swimming instructor,Male,2602.00,29064.00,,,,
697,Switchboard operator; Telephonist,Female,2332.00,40945.00,,,,
695,Switchboard operator; Telephonist,Male,562.00,51154.00,,,,
866,TAB clerk,Female,1102.00,33286.00,,,,
889,TAB clerk,Male,478.00,40327.00,,,,
207,TAFE registrar; University registrar,Female,407.00,70777.00,,,,
119,TAFE registrar; University registrar,Male,222.00,108514.00,,,,
463,Tanker driver,Female,9.00,52771.00,,,,
284,Tanker driver,Male,1020.00,82821.00,,,,
483,Tax agent or consultant,Female,2004.00,52006.00,,,,
310,Tax agent or consultant,Male,1805.00,79982.00,,,,
146,Tax investigator,Female,221.00,78482.00,,,,
207,Tax investigator,Male,373.00,93378.00,,,,
364,Teacher - other school,Female,40358.00,59349.00,,,,
500,Teacher - other school,Male,12187.00,65196.00,,,,
429,Teacher of the hearing impaired,Female,346.00,55162.00,,,,
460,Teacher of the hearing impaired,Male,41.00,67510.00,,,,
375,Teacher of the sight impaired,Female,146.00,58511.00,,,,
509,Teacher of the sight impaired,Male,26.00,64593.00,,,,
544,Technical cable jointer,Female,57.00,48698.00,,,,
333,Technical cable jointer,Male,900.00,77609.00,,,,
212,"Technical director - film, television, radio or stage",Female,112.00,70591.00,,,,
349,"Technical director - film, television, radio or stage",Male,578.00,76665.00,,,,
275,Technical writer,Female,1193.00,64492.00,,,,
354,Technical writer,Male,1162.00,76126.00,,,,
740,Telecommunications and data cabler,Female,90.00,38982.00,,,,
614,Telecommunications and data cabler,Male,2369.00,56082.00,,,,
152,Telecommunications engineer,Female,378.00,78067.00,,,,
163,Telecommunications engineer,Male,3520.00,99246.00,,,,
329,Telecommunications field engineer,Female,20.00,60854.00,,,,
279,Telecommunications field engineer,Male,632.00,83239.00,,,,
813,Telecommunications lines worker,Female,38.00,35311.00,,,,
361,Telecommunications lines worker,Male,1022.00,75290.00,,,,
165,Telecommunications network engineer,Female,179.00,76342.00,,,,
171,Telecommunications network engineer,Male,1746.00,98668.00,,,,
159,Telecommunications network planner,Female,83.00,77215.00,,,,
212,Telecommunications network planner,Male,447.00,92395.00,,,,
268,Telecommunications technical officer,Female,457.00,64845.00,,,,
240,Telecommunications technical officer,Male,4422.00,87941.00,,,,
477,Television equipment operator; Vision mixer - television,Female,154.00,52124.00,,,,
522,Television equipment operator; Vision mixer - television,Male,602.00,63733.00,,,,
193,Television journalist,Female,846.00,72682.00,,,,
159,Television journalist,Male,652.00,100147.00,,,,
944,Tennis coach,Female,246.00,30243.00,,,,
955,Tennis coach,Male,870.00,35844.00,,,,
57,Tennis player,Female,4.00,105619.00,,,,
821,Tennis player,Male,10.00,44522.00,,,,
805,Textile dyeing and finishing machine operator,Female,249.00,35759.00,,,,
714,Textile dyeing and finishing machine operator,Male,385.00,50076.00,,,,
771,"Textile, clothing and footwear mechanic",Female,76.00,37375.00,,,,
681,"Textile, clothing and footwear mechanic",Male,175.00,52086.00,,,,
793,Therapist - other complementary health,Female,1016.00,36508.00,,,,
851,Therapist - other complementary health,Male,145.00,42509.00,,,,
41,Thoracic medicine specialist,Female,34.00,127645.00,,,,
21,Thoracic medicine specialist,Male,102.00,315444.00,,,,
690,Tourist adviser or officer,Female,1439.00,41214.00,,,,
728,Tourist adviser or officer,Male,476.00,49398.00,,,,
920,Tourist guide,Female,1521.00,31411.00,,,,
945,Tourist guide,Male,1833.00,36127.00,,,,
598,Tow truck driver,Female,19.00,46230.00,,,,
683,Tow truck driver,Male,1340.00,51935.00,,,,
177,Town planner; Urban and regional planner,Female,4204.00,74288.00,,,,
190,Town planner; Urban and regional planner,Male,5237.00,95725.00,,,,
95,Train controller,Female,175.00,89479.00,,,,
